xpath,module,type,enum,kind,description,default,platforms
  subscriber-interface-statistics,^,,,c,,,B
 2 shutdown,^,,,c,,,B
  svlan-statistics,^,,,c,,,B
 2 shutdown,^,,,c,,,B
  system-behavior,^,,,c,,,B
 2 legacy-dns-nbns,^,,,c,,,B
  up-resiliency,^,,,c,,,B
 2 fate-sharing-group-template,^,,,c,,,B
 3 description,^,,,c,,,B
 3 gratuitous-arp,^,,,c,,,B
 3 path-restoration-state,^,,,c,,,B
 3 redundant-interface,^,,,c,,,B
 3 uplink-forwarding-while-standby,^,,,c,,,B
  vrgw,^,,,c,,,B
 2 brg,^,,,c,,,B
 3 brg-profile,^,,,c,,,B
 4 connectivity-verification,^,,,c,,,B
 4 description,^,,,c,,,B
 4 dhcp-pool,^,,,c,,,B
 5 lease-time,^,,,c,,,B
 5 options,^,,,c,,,B
 6 custom-option,^,,,c,,,B
 5 standby-ip-lifetime,^,,,c,,,B
 5 subnet,^,,,c,,,B
 4 hold-time,^,,,c,,,B
 4 initial-hold-time,^,,,c,,,B
 4 radius-authentication,^,,,c,,,B
 5 password,^,,,c,,,B
 5 radius-server-policy,^,,,c,,,B
 4 radius-proxy-server,^,,,c,,,B
 4 sla-profile-string,^,,,c,,,B
 4 sub-profile-string,^,,,c,,,B
 4 uplink-initial-wait,^,,,c,,,B
 2 lanext,^,,,c,,,E
 3 router-target-as-number,^,,,c,,,E
  wlan-gw,^,,,c,,,E
 2 tunnel-query,^,,,c,,,E
 3 address-type,^,,,c,,,E
 3 ap-mac-learn-failed,^,,,c,,,E
 3 calculate-counts,^,,,c,,,E
 3 custom-user-group,^,,,c,,,E
 3 l2-inner-vlan,^,,,c,,,E
 3 l2-outer-vlan,^,,,c,,,E
 3 l2-sap,^,,,c,,,E
 3 local-address,^,,,c,,,E
 3 max-num-ue,^,,,c,,,E
 3 min-num-ue,^,,,c,,,E
 3 remote-address,^,,,c,,,E
 3 router,^,,,c,,,E
 3 type,^,,,c,,,E
 4 gre,^,,,c,,,E
 4 l2,^,,,c,,,E
 4 l2tp,^,,,c,,,E
 4 vxlan,^,,,c,,,E
 3 ue-state,^,,,c,,,E
 4 dsm,^,,,c,,,E
 4 esm,^,,,c,,,E
 4 l2w,^,,,c,,,E
 4 migrant,^,,,c,,,E
 4 xcon,^,,,c,,,E
 2 ue-query,^,,,c,,,E
 3 address-type,^,,,c,,,E
 3 bd,^,,,c,,,E
 3 custom-user-group,^,,,c,,,E
 3 dhcp6-address,^,,,c,,,E
 3 ipv4-address,^,,,c,,,E
 3 mac-address,^,,,c,,,E
 3 slaac-prefix,^,,,c,,,E
 3 soft-quota-exhausted,^,,,c,,,E
 3 state,^,,,c,,,E
 4 already-signed-in,^,,,c,,,E
 4 authorized-only,^,,,c,,,E
 4 cross-connect,^,,,c,,,E
 4 data-triggered,^,,,c,,,E
 4 delete-pending,^,,,c,,,E
 4 dhcp-triggered,^,,,c,,,E
 4 dsm,^,,,c,,,E
 4 esm,^,,,c,,,E
 4 gtp-authorized,^,,,c,,,E
 4 ip-assigned,^,,,c,,,E
 4 ip-assigned-authorized,^,,,c,,,E
 4 l2,^,,,c,,,E
 4 portal,^,,,c,,,E
 3 tunnel-local-address,^,,,c,,,E
 3 tunnel-remote-address,^,,,c,,,E
 3 tunnel-router,^,,,c,,,E
 3 tunnel-type,^,,,c,,,E
 3 vlan,^,,,c,,,E
 3 wlan-gw-group,^,,,c,,,E
 2 virtual-chassis-identifier,^,,,c,,,E
 system,^,,,c,,,A
  alarm-contact-in-power,^,,,c,,,z
  alarm-contact-input,^,,,c,,,z
 2 clear-alarm-msg,^,,,c,,,z
 2 description,^,,,c,,,z
 2 normal-state,^,,,c,,,z
 2 shutdown,^,,,c,,,z
 2 trigger-alarm-msg,^,,,c,,,z
  alarms,^,,,c,,,A
 2 max-cleared,^,,,c,,,A
 2 shutdown,^,,,c,,,A
  allow-boot-license-violations,^,,,c,,,A
  bluetooth,^,,,c,,,R
 2 advertising-timeout,^,,,c,,,R
 2 device,^,,,c,,,R
 3 description,^,,,c,,,R
 2 module,^,,,c,,,R
 3 identifier,^,,,c,,,R
 2 pairing-button,^,,,c,,,R
 2 passkey,^,,,c,,,R
 2 power,^,,,c,,,R
  boot-bad-exec,^,,,c,,,A
  boot-good-exec,^,,,c,,,A
  chassis-mode,^,,,c,,,AI
  clli-code,^,,,c,,,A
  config-backup,^,,,c,,,A
  congestion-management,^,,,c,,,V
  contact,^,,,c,,,A
  coordinates,^,,,c,,,A
  cpm-http-redirect,^,,,c,,,A
 2 optimized-mode,^,,,c,,,A
  cron,^,,,c,,,A
 2 schedule,^,,,c,,,A
 3 count,^,,,c,,,A
 3 day-of-month,^,,,c,,,A
 3 description,^,,,c,,,A
 3 end-time,^,,,c,,,A
 3 hour,^,,,c,,,A
 3 interval,^,,,c,,,A
 3 minute,^,,,c,,,A
 3 month,^,,,c,,,A
 3 script-policy,^,,,c,,,A
 3 shutdown,^,,,c,,,A
 3 type,^,,,c,,,A
 3 weekday,^,,,c,,,A
  dhcp6,^,,,c,,,A
 2 adv-noaddrs-global,^,,,c,,,A
  dns,^,,,c,,,A
 2 address-pref,^,,,c,,,A
 2 dnssec,^,,,c,,,A
 3 ad-validation,^,,,c,,,A
  enable-icmp-vse,^,,,c,,,A
  ethernet,^,,,c,,,A
 2 efm-oam,^,,,c,,,A
 3 dying-gasp-tx-on-reset,^,,,c,,,A
 3 grace-tx-enable,^,,,c,,,A
 2 new-qinq-untagged-sap,^,,,c,,,AE
  fan-control,^,,,c,,,T
 2 cooling-profile,^,,,c,,,T
 2 increase-min-speed,^,,,c,,,
 2 set-min-speed,^,,,c,,,
  file-transmission-profile,^,,,c,,,A
 2 http-version,^,,,c,,,A
 2 ipv4-source-address,^,,,c,,,A
 2 ipv6-source-address,^,,,c,,,A
 2 redirection,^,,,c,,,A
 2 retry,^,,,c,,,A
 2 router,^,,,c,,,A
 2 timeout,^,,,c,,,A
  fp,^,,,c,,,
 2 cam-allocation,^,,,c,,,
 3 v6-multicast,^,,,c,,,
 2 options,^,,,c,,,
 3 ethernet,^,,,c,,,
 4 dot1x-host-authentication,^,,,c,,,
 5 shutdown,^,,,c,,,
 3 ip-filter,^,,,c,,,
 4 pbr-redirect,^,,,c,,,
 5 shutdown,^,,,c,,,
 4 stats-collection,^,,,c,,,
 5 shutdown,^,,,c,,,
 3 ipv6-filter,^,,,c,,,
 4 dst-ip-lsb,^,,,c,,,
 5 shutdown,^,,,c,,,
 4 dst-port,^,,,c,,,
 5 shutdown,^,,,c,,,
 4 egress,^,,,c,,,
 5 shutdown,^,,,c,,,
 4 flow-label,^,,,c,,,
 5 shutdown,^,,,c,,,
 4 next-header,^,,,c,,,
 5 shutdown,^,,,c,,,
 4 pbr-redirect,^,,,c,,,
 5 shutdown,^,,,c,,,
 4 src-port,^,,,c,,,
 5 shutdown,^,,,c,,,
 4 stats-collection,^,,,c,,,
 5 shutdown,^,,,c,,,
 4 tcp-flags,^,,,c,,,
 5 shutdown,^,,,c,,,
 3 lag,^,,,c,,,
 4 adaptive-load-balancing,^,,,c,,,
 5 shutdown,^,,,c,,,
 3 mpls,^,,,c,,,
 4 entropy-label,^,,,c,,,
 5 shutdown,^,,,c,,,
 4 hierarchical-tunnel,^,,,c,,,
 3 qos,^,,,c,,,
 4 bum-policers,^,,,c,,,
 5 shutdown,^,,,c,,,
 4 dscp-transparency,^,,,c,,,
 5 shutdown,^,,,c,,,
 4 fc-4-profile,^,,,c,,,
 5 shutdown,^,,,c,,,
 4 ipv6-classification-criteria,^,,,c,,,
 5 shutdown,^,,,c,,,
 4 mac-classification-criteria,^,,,c,,,
 5 shutdown,^,,,c,,,
 4 shared-policer,^,,,c,,,
 5 shutdown,^,,,c,,,
 3 router,^,,,c,,,
 3 services,^,,,c,,,
 4 ces,^,,,c,,,
 5 shutdown,^,,,c,,,
 4 ring-aps,^,,,c,,,
 5 shutdown,^,,,c,,,
 4 vpls-evpn-mpls,^,,,c,,,
 5 shutdown,^,,,c,,,
 2 resource-allocation,^,,,c,,,
 3 ecmp,^,,,c,,,
 4 per-flow-hashing,^,,,c,,,
 5 bgp-mpls-tunnel-bind,^,,,c,,,
 5 sdp-bind,^,,,c,,,
 3 egress-encap,^,,,c,,,
 4 port-vlan-translation,^,,,c,,,
 4 routed,^,,,c,,,
 3 fec,^,,,c,,,
 4 system-wide,^,,,c,,,
 3 filter,^,,,c,,,
 4 egress,^,,,c,,,
 5 ip-filter,^,,,c,,,
 6 actions,^,,,c,,,
 7 drop,^,,,c,,,
 7 stats-collection,^,,,c,,,
 6 match-criteria,^,,,c,,,
 7 dscp,^,,,c,,,
 7 dst-ip,^,,,c,,,
 7 dst-port,^,,,c,,,
 7 icmp-code,^,,,c,,,
 7 icmp-type,^,,,c,,,
 7 protocol,^,,,c,,,
 7 src-ip,^,,,c,,,
 7 src-port,^,,,c,,,
 7 tcp-flags,^,,,c,,,
 7 tcp-flags-ext,^,,,c,,,
 5 ipv6-filter,^,,,c,,,
 6 actions,^,,,c,,,
 7 drop,^,,,c,,,
 7 stats-collection,^,,,c,,,
 6 match-criteria,^,,,c,,,
 7 dscp,^,,,c,,,
 7 dst-ip-lsb,^,,,c,,,
 7 dst-ip-msb,^,,,c,,,
 7 dst-port,^,,,c,,,
 7 flow-label,^,,,c,,,
 7 icmp-code,^,,,c,,,
 7 icmp-type,^,,,c,,,
 7 next-header,^,,,c,,,
 7 src-ip-lsb,^,,,c,,,
 7 src-ip-msb,^,,,c,,,
 7 src-port,^,,,c,,,
 7 tcp-flags,^,,,c,,,
 7 tcp-flags-ext,^,,,c,,,
 4 ingress,^,,,c,,,
 5 ip-filter,^,,,c,,,
 6 actions,^,,,c,,,
 7 drop,^,,,c,,,
 7 fc,^,,,c,,,
 7 log,^,,,c,,,
 7 mirror,^,,,c,,,
 7 redirect,^,,,c,,,
 7 stats-collection,^,,,c,,,
 6 match-criteria,^,,,c,,,
 7 dscp,^,,,c,,,
 7 dst-ip,^,,,c,,,
 7 dst-port,^,,,c,,,
 7 icmp-code,^,,,c,,,
 7 icmp-type,^,,,c,,,
 7 protocol,^,,,c,,,
 7 src-ip,^,,,c,,,
 7 src-port,^,,,c,,,
 7 tcp-flags,^,,,c,,,
 7 tcp-flags-ext,^,,,c,,,
 5 ipv6-filter,^,,,c,,,
 6 actions,^,,,c,,,
 7 drop,^,,,c,,,
 7 fc,^,,,c,,,
 7 log,^,,,c,,,
 7 mirror,^,,,c,,,
 7 redirect,^,,,c,,,
 7 stats-collection,^,,,c,,,
 6 match-criteria,^,,,c,,,
 7 dscp,^,,,c,,,
 7 dst-ip-lsb,^,,,c,,,
 7 dst-ip-msb,^,,,c,,,
 7 dst-port,^,,,c,,,
 7 flow-label,^,,,c,,,
 7 icmp-code,^,,,c,,,
 7 icmp-type,^,,,c,,,
 7 next-header,^,,,c,,,
 7 src-ip-lsb,^,,,c,,,
 7 src-ip-msb,^,,,c,,,
 7 src-port,^,,,c,,,
 7 tcp-flags,^,,,c,,,
 7 tcp-flags-ext,^,,,c,,,
 4 ipv6,^,,,c,,,
 3 lpm,^,,,c,,,
 4 scale-option,^,,,c,,,
 5 shutdown,^,,,c,,,
 3 policer-and-statistics-override,^,,,c,,,
 4 application-group,^,,,c,,,
 5 group,^,,,c,,,
 6 policers,^,,,c,,,
 7 application,^,,,c,,,
 8 scale,^,,,c,,,
 6 statistics,^,,,c,,,
 7 application,^,,,c,,,
 8 scale,^,,,c,,,
 4 bank,^,,,c,,,
 5 application,^,,,c,,,
 6 binding,^,,,c,,,
 6 group,^,,,c,,,
 4 shutdown,^,,,c,,,
 3 pool,^,,,c,,,
 4 lag-bundle,^,,,c,,,
 5 reserved-member-count,^,,,c,,,
 3 profile,^,,,c,,,
 3 segment-routing-v6,^,,,c,,,
 4 tunnel-termination,^,,,c,,,
 5 entries,^,,,c,,,
 3 statistics,^,,,c,,,
 4 filter,^,,,c,,,
 5 egress-banks,^,,,c,,,
 5 ingress-banks,^,,,c,,,
 4 policer,^,,,c,,,
 5 banks,^,,,c,,,
 5 dedicated-fc-policers,^,,,c,,,
 3 vlan-qos,^,,,c,,,
 4 4-queue-scale,^,,,c,,,
  grpc,^,,,c,,,A
 2 allow-unsecure-connection,^,,,c,,,A
 2 delay-on-boot,^,,,c,,,A
 2 gnmi,^,,,c,,,A
 3 auto-config-save,^,,,c,,,A
 3 proto-version,^,,,c,,,A
 3 shutdown,^,,,c,,,A
 2 gnoi,^,,,c,,,A
 3 cert-mgmt,^,,,c,,,A
 4 shutdown,^,,,c,,,A
 3 file,^,,,c,,,A
 4 shutdown,^,,,c,,,A
 3 system,^,,,c,,,A
 4 shutdown,^,,,c,,,A
 2 listening-port,^,,,c,,,A
 2 max-msg-size,^,,,c,,,A
 2 md-cli,^,,,c,,,A
 3 shutdown,^,,,c,,,A
 2 rib-api,^,,,c,,,A
 3 purge-timeout,^,,,c,,,A
 3 shutdown,^,,,c,,,A
 2 shutdown,^,,,c,,,A
 2 tcp-keepalive,^,,,c,,,A
 3 idle-time,^,,,c,,,A
 3 interval,^,,,c,,,A
 3 retries,^,,,c,,,A
 3 shutdown,^,,,c,,,A
 2 tls-server-profile,^,,,c,,,A
  grpc-tunnel,^,,,c,,,A
 2 delay-on-boot,^,,,c,,,A
 2 destination-group,^,,,c,,,A
 3 allow-unsecure-connection,^,,,c,,,A
 3 description,^,,,c,,,A
 3 destination,^,,,c,,,A
 4 local-source-address,^,,,c,,,A
 4 originated-qos-marking,^,,,c,,,A
 4 router-instance,^,,,c,,,A
 3 tcp-keepalive,^,,,c,,,A
 4 idle-time,^,,,c,,,A
 4 interval,^,,,c,,,A
 4 retries,^,,,c,,,A
 4 shutdown,^,,,c,,,A
 3 tls-client-profile,^,,,c,,,A
 2 tunnel,^,,,c,,,A
 3 description,^,,,c,,,A
 3 destination-group,^,,,c,,,A
 3 handler,^,,,c,,,A
 4 port,^,,,c,,,A
 4 shutdown,^,,,c,,,A
 4 target-type,^,,,c,,,A
 3 shutdown,^,,,c,,,A
 3 target-name,^,,,c,,,A
  ip,^,,,c,,,A
 2 allow-cpu-fragmentation,^,,,c,,,
 2 allow-icmp-redirect,^,,,c,,,
 2 allow-qinq-network-interface,^,,,c,,,C
 2 buffer-unresolved-packets,^,,,c,,,A
 2 enforce-unique-if-index,^,,,c,,,A
 2 forward-6in4,^,,,c,,,A
 2 forward-ip-over-gre,^,,,c,,,A
 2 ipv6-eh,^,,,c,,,A
 2 mpls,^,,,c,,,C
 3 label-stack-statistics-count,^,,,c,,,C
 2 mpls-tunnel-mode,^,,,c,,,
  l2tp,^,,,c,,,B
 2 non-multi-chassis-tunnel-id-range,^,,,c,,,B
  lacp-system-priority,^,,,c,,,A
  lldp,^,,,c,,,A
 2 message-fast-tx,^,,,c,,,A
 2 message-fast-tx-init,^,,,c,,,A
 2 notification-interval,^,,,c,,,A
 2 reinit-delay,^,,,c,,,A
 2 shutdown,^,,,c,,,A
 2 tx-credit-max,^,,,c,,,A
 2 tx-hold-multiplier,^,,,c,,,A
 2 tx-interval,^,,,c,,,A
  load-balancing,^,,,c,,,A
 2 eler-enh-load-balancing,^,,,c,,,A
 2 exclude,^,,,c,,,
 2 hash-poly,^,,,c,,,
 2 l2tp-load-balancing,^,,,c,,,A
 2 l4-load-balancing,^,,,c,,,A
 2 lsr-load-balancing,^,,,c,,,A
 2 mc-enh-load-balancing,^,,,c,,,A
 2 service-id-lag-hashing,^,,,c,,,A
 2 system-ip-load-balancing,^,,,c,,,A
  location,^,,,c,,,A
  login-control,^,,,c,,,A
 2 exponential-backoff,^,,,c,,,A
 2 ftp,^,,,c,,,A
 3 inbound-max-sessions,^,,,c,,,A
 2 idle-timeout,^,,,c,,,A
 2 login-banner,^,,,c,,,A
 2 login-scripts,^,,,c,,,A
 3 global,^,,,c,,,A
 3 per-user,^,,,c,,,A
 2 motd,^,,,c,,,A
 2 pre-login-message,^,,,c,,,A
 2 ssh,^,,,c,,,A
 3 disable-graceful-shutdown,^,,,c,,,A
 3 inbound-max-sessions,^,,,c,,,A
 3 max-channels-per-connection,^,,,c,,,A
 3 outbound-max-sessions,^,,,c,,,A
 3 ttl-security,^,,,c,,,A
 2 telnet,^,,,c,,,A
 3 enable-graceful-shutdown,^,,,c,,,A
 3 inbound-max-sessions,^,,,c,,,A
 3 outbound-max-sessions,^,,,c,,,A
 3 ttl-security,^,,,c,,,A
  management-interface,^,,,c,,,A
 2 cli,^,,,c,,,A
 3 classic-cli,^,,,c,,,A
 4 allow-immediate,^,,,c,,,A
 3 cli-engine,^,,,c,,,A
 3 md-cli,^,,,c,,,A
 4 auto-config-save,^,,,c,,,A
 4 environment,^,,,c,,,A
 5 command-completion,^,,,c,,,A
 6 enter,^,,,c,,,A
 6 space,^,,,c,,,A
 6 tab,^,,,c,,,A
 5 commit-options,^,,,c,,,A
 6 comment,^,,,c,,,A
 6 confirm,^,,,c,,,A
 5 console,^,,,c,,,A
 6 length,^,,,c,,,A
 6 width,^,,,c,,,A
 5 history,^,,,c,,,A
 6 recall,^,,,c,,,A
 6 size,^,,,c,,,A
 5 info-output,^,,,c,,,A
 6 always-display,^,,,c,,,A
 7 admin-state,^,,,c,,,A
 5 message-severity-level,^,,,c,,,A
 6 cli,^,,,c,,,A
 5 more,^,,,c,,,A
 5 progress-indicator,^,,,c,,,A
 6 delay,^,,,c,,,A
 6 shutdown,^,,,c,,,A
 6 type,^,,,c,,,A
 5 prompt,^,,,c,,,A
 6 context,^,,,c,,,A
 6 newline,^,,,c,,,A
 6 timestamp,^,,,c,,,A
 6 uncommitted-changes-indicator,^,,,c,,,A
 5 time-display,^,,,c,,,A
 5 time-format,^,,,c,,,A
 2 configuration-mode,^,,,c,,,A
 2 operations,^,,,c,,,A
 3 global-timeouts,^,,,c,,,A
 4 asynchronous-execution,^,,,c,,,A
 4 asynchronous-retention,^,,,c,,,A
 4 synchronous-execution,^,,,c,,,A
 2 remote-management,^,,,c,,,A
 3 allow-unsecure-connection,^,,,c,,,A
 3 client-tls-profile,^,,,c,,,A
 3 connection-timeout,^,,,c,,,A
 3 delay-on-boot,^,,,c,,,A
 3 device-label,^,,,c,,,A
 3 device-name,^,,,c,,,A
 3 hello-interval,^,,,c,,,A
 3 manager,^,,,c,,,A
 4 allow-unsecure-connection,^,,,c,,,A
 4 client-tls-profile,^,,,c,,,A
 4 connection-timeout,^,,,c,,,A
 4 description,^,,,c,,,A
 4 device-label,^,,,c,,,A
 4 device-name,^,,,c,,,A
 4 manager-address,^,,,c,,,A
 4 manager-port,^,,,c,,,A
 4 router,^,,,c,,,A
 4 shutdown,^,,,c,,,A
 4 source-address,^,,,c,,,A
 4 source-port,^,,,c,,,A
 3 router,^,,,c,,,A
 3 shutdown,^,,,c,,,A
 3 source-address,^,,,c,,,A
 3 source-port,^,,,c,,,A
 2 schema-path,^,,,c,,,A
 2 yang-modules,^,,,c,,,A
 3 nmda,^,,,c,,,A
 4 nmda-support,^,,,c,,,A
 3 nokia-combined-modules,^,,,c,,,A
 3 nokia-submodules,^,,,c,,,A
 3 openconfig-modules,^,,,c,,,C
  monitor-filter-door,^,,,c,,,AK
  name,^,,,c,,,A
  netconf,^,,,c,,,A
 2 auto-config-save,^,,,c,,,A
 2 capabilities,^,,,c,,,A
 3 candidate,^,,,c,,,A
 2 listen,^,,,c,,,A
 3 delay-on-boot,^,,,c,,,A
 3 port,^,,,c,,,A
 3 shutdown,^,,,c,,,A
  network-element-discovery,^,,,c,,,A
 2 generate-traps,^,,,c,,,A
 2 profile,^,,,c,,,A
 3 neid,^,,,c,,,A
 3 neip,^,,,c,,,A
 4 ipv4,^,,,c,,,A
 4 ipv6,^,,,c,,,A
 3 platform-type,^,,,c,,,A
 3 system-mac,^,,,c,,,A
 3 vendor-id,^,,,c,,,A
  ospf-dynamic-hostnames,^,,,c,,,A
  persistence,^,,,c,,,A
 2 ancp,^,,,c,,,A
 3 description,^,,,c,,,A
 3 location,^,,,c,,,A
 2 application-assurance,^,,,c,,,D
 3 description,^,,,c,,,D
 3 location,^,,,c,,,D
 2 dhcp-server,^,,,c,,,B
 3 description,^,,,c,,,B
 3 location,^,,,c,,,B
 2 nat-port-forwarding,^,,,c,,,D
 3 description,^,,,c,,,D
 3 location,^,,,c,,,D
 2 options,^,,,c,,,A
 3 dhcp-leasetime-threshold,^,,,c,,,A
 2 python-policy-cache,^,,,c,,,A
 3 description,^,,,c,,,A
 3 location,^,,,c,,,A
 2 subscriber-mgmt,^,,,c,,,B
 3 description,^,,,c,,,B
 3 location,^,,,c,,,B
  port-topology,^,,,c,,,C
 2 port,^,,,c,,,C
  power-management,^,,,c,,,AF
 2 mode,^,,,c,,,f
 2 pcm,^,,,c,,,AD
 3 pcm-type,^,,,c,,,AD
 2 peq,^,,,c,,,r
 3 input-power-mode,^,,,c,,,r
 3 peq-type,^,,,c,,,r
 3 shutdown,^,,,c,,,r
 2 power-safety-alert,^,,,c,,,f
 2 power-safety-level,^,,,c,,,f
  power-module,^,,,c,,,
 2 power-module-type,^,,,c,,,
 2 shutdown,^,,,c,,,
  power-shelf,^,,,c,,,c
 2 description,^,,,c,,,c
 2 power-module,^,,,c,,,c
 3 power-module-type,^,,,c,,,c
 3 shutdown,^,,,c,,,c
 2 power-shelf-type,^,,,c,,,c
 2 shutdown,^,,,c,,,c
  power-supply,^,,,c,,,AI
  ptp,^,,,c,,,C
 2 alternate-profile,^,,,c,,,C
 3 domain,^,,,c,,,C
 3 log-anno-interval,^,,,c,,,C
 3 profile,^,,,c,,,C
 3 shutdown,^,,,c,,,C
 2 anno-rx-timeout,^,,,c,,,C
 2 clock-type,^,,,c,,,C
 2 domain,^,,,c,,,C
 2 local-priority,^,,,c,,,C
 2 log-anno-interval,^,,,c,,,C
 2 network-type,^,,,c,,,C
 2 peer,^,,,c,,,C
 3 local-priority,^,,,c,,,C
 3 log-sync-interval,^,,,c,,,C
 3 monitor-receiver,^,,,c,,,C
 3 shutdown,^,,,c,,,C
 2 peer-limit,^,,,c,,,C
 2 port,^,,,c,,,C
 3 address,^,,,c,,,C
 3 alternate-profile,^,,,c,,,C
 3 local-priority,^,,,c,,,C
 3 log-delay-interval,^,,,c,,,C
 3 log-sync-interval,^,,,c,,,C
 3 master-only,^,,,c,,,C
 3 monitor-receiver,^,,,c,,,C
 3 monitor-sender,^,,,c,,,C
 3 shutdown,^,,,c,,,C
 2 priority1,^,,,c,,,C
 2 priority2,^,,,c,,,C
 2 profile,^,,,c,,,C
 2 ptsf,^,,,c,,,C
 3 monitor-ptsf-unusable,^,,,c,,,C
 4 shutdown,^,,,c,,,C
 2 shutdown,^,,,c,,,C
 2 tx-while-sync-uncertain,^,,,c,,,C
  rollback,^,,,c,,,A
 2 local-max-checkpoints,^,,,c,,,A
 2 remote-max-checkpoints,^,,,c,,,A
 2 rescue-location,^,,,c,,,A
 2 rollback-location,^,,,c,,,A
  satellite,^,,,c,,,C
 2 eth-sat,^,,,c,,,C
 3 client-down-delay,^,,,c,,,C
 3 description,^,,,c,,,C
 3 enable-console-access,^,,,c,,,C
 3 feature,^,,,c,,,C
 3 mac-address,^,,,c,,,C
 3 port-map,^,,,c,,,C
 3 ptp-ip,^,,,c,,,J
 4 ipv4-address,^,,,c,,,J
 4 ipv6-address,^,,,c,,,J
 4 shutdown,^,,,c,,,J
 3 ptp-tc,^,,,c,,,C
 3 sat-type,^,,,c,,,C
 3 shutdown,^,,,c,,,C
 3 software-repository,^,,,c,,,C
 3 sync-e,^,,,c,,,C
 3 sync-if-timing,^,,,c,,,C
 4 ref1,^,,,c,,,C
 5 ql-override,^,,,c,,,C
 5 shutdown,^,,,c,,,C
 5 source-port,^,,,c,,,C
 4 ref2,^,,,c,,,C
 5 ql-override,^,,,c,,,C
 5 shutdown,^,,,c,,,C
 5 source-port,^,,,c,,,C
 2 file-transfer,^,,,c,,,C
 2 local-forward,^,,,c,,,C
 3 description,^,,,c,,,C
 3 sap,^,,,c,,,C
 4 description,^,,,c,,,C
 4 shutdown,^,,,c,,,C
 3 shutdown,^,,,c,,,C
 2 port-template,^,,,c,,,C
 3 description,^,,,c,,,C
 3 port,^,,,c,,,C
 4 role,^,,,c,,,C
 4 uplink,^,,,c,,,C
 3 shutdown,^,,,c,,,C
 2 tdm-sat,^,,,c,,,K
 3 description,^,,,c,,,K
 3 mac-address,^,,,c,,,K
 3 sat-type,^,,,c,,,K
 3 shutdown,^,,,c,,,K
 3 software-repository,^,,,c,,,K
 3 sync-e,^,,,c,,,K
  script-control,^,,,c,,,A
 2 script,^,,,c,,,A
 3 description,^,,,c,,,A
 3 location,^,,,c,,,A
 3 shutdown,^,,,c,,,A
 2 script-policy,^,,,c,,,A
 3 expire-time,^,,,c,,,A
 3 lifetime,^,,,c,,,A
 3 lock-override,^,,,c,,,A
 3 max-completed,^,,,c,,,A
 3 results,^,,,c,,,A
 3 script,^,,,c,,,A
 3 shutdown,^,,,c,,,A
  security,^,,,c,,,A
 2 cli-script,^,,,c,,,A
 3 authorization,^,,,c,,,A
 4 cron,^,,,c,,,A
 5 cli-user,^,,,c,,,A
 4 event-handler,^,,,c,,,A
 5 cli-user,^,,,c,,,A
 2 cli-session-group,^,,,c,,,A
 3 combined-max-sessions,^,,,c,,,A
 3 description,^,,,c,,,A
 3 ssh-max-sessions,^,,,c,,,A
 3 telnet-max-sessions,^,,,c,,,A
 2 copy,^,,,c,,,A
 2 cpm-filter,^,,,c,,,C
 3 default-action,^,,,c,,,C
 3 ip-filter,^,,,c,,,C
 4 entry,^,,,c,,,C
 5 action,^,,,c,,,C
 5 description,^,,,c,,,C
 5 log,^,,,c,,,C
 5 match,^,,,c,,,C
 6 dscp,^,,,c,,,C
 6 dst-ip,^,,,c,,,C
 6 dst-port,^,,,c,,,C
 6 fragment,^,,,c,,,C
 6 icmp-code,^,,,c,,,C
 6 icmp-type,^,,,c,,,C
 6 ip-option,^,,,c,,,C
 6 multiple-option,^,,,c,,,C
 6 option-present,^,,,c,,,C
 6 port,^,,,c,,,C
 6 router,^,,,c,,,C
 6 src-ip,^,,,c,,,C
 6 src-port,^,,,c,,,C
 6 tcp-ack,^,,,c,,,C
 6 tcp-syn,^,,,c,,,C
 4 renum,^,,,c,,,C
 4 shutdown,^,,,c,,,C
 3 ipv6-filter,^,,,c,,,C
 4 entry,^,,,c,,,C
 5 action,^,,,c,,,C
 5 description,^,,,c,,,C
 5 log,^,,,c,,,C
 5 match,^,,,c,,,C
 6 dscp,^,,,c,,,C
 6 dst-ip,^,,,c,,,C
 6 dst-port,^,,,c,,,C
 6 flow-label,^,,,c,,,C
 6 fragment,^,,,c,,,C
 6 hop-by-hop-opt,^,,,c,,,C
 6 icmp-code,^,,,c,,,C
 6 icmp-type,^,,,c,,,C
 6 port,^,,,c,,,C
 6 router,^,,,c,,,C
 6 src-ip,^,,,c,,,C
 6 src-port,^,,,c,,,C
 6 tcp-ack,^,,,c,,,C
 6 tcp-syn,^,,,c,,,C
 4 renum,^,,,c,,,C
 4 shutdown,^,,,c,,,C
 3 mac-filter,^,,,c,,,C
 4 entry,^,,,c,,,C
 5 action,^,,,c,,,C
 5 description,^,,,c,,,C
 5 log,^,,,c,,,C
 5 match,^,,,c,,,C
 6 cfm-opcode,^,,,c,,,C
 6 dsap,^,,,c,,,C
 6 dst-mac,^,,,c,,,C
 6 etype,^,,,c,,,C
 6 src-mac,^,,,c,,,C
 6 ssap,^,,,c,,,C
 6 svc-id,^,,,c,,,C
 4 renum,^,,,c,,,C
 4 shutdown,^,,,c,,,C
 2 cpm-queue,^,,,c,,,C
 3 queue,^,,,c,,,C
 4 cbs,^,,,c,,,C
 4 mbs,^,,,c,,,C
 4 rate,^,,,c,,,C
